State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius
Uttar Pradesh,Varanasi,2018,July,Tuesday,19:59,Minor,4,Cycle,4,5,Hazy,Village Road,Damaged,Dawn,Police Checkpost,82,31,Male,,Yes,Straight Road,25.326081,82.958552,16.4027615477238,34.81183776855471,28.974603271484398
Mizoram,Champhai,2021,December,Monday,16:19,Fatal,4,Cycle,10,0,Foggy,Village Road,Under Construction,Dusk,Signs,63,31,Female,Valid,Yes,Intersection,23.456367,93.308993,0.004717707568602236,19.290795898437523,6.703698730468773
Tamil Nadu,Coimbatore,2020,July,Tuesday,11:50,Fatal,2,Two-Wheeler,5,1,Stormy,State Highway,Dry,Dawn,Signals,46,18,Female,Expired,Yes,Bridge,11.006824,76.944112,109.80574554251277,27.777017211914085,21.602838134765648
Haryana,Gurugram,2020,May,Thursday,16:24,Serious,2,Pedestrian,0,0,Stormy,State Highway,Damaged,Dawn,Signs,82,56,Male,Expired,Yes,Intersection,28.463834,77.016525,11.364272235596218,37.67254028320315,23.75885925292971
Telangana,Nizamabad,2022,July,Friday,20:32,Fatal,5,Auto-Rickshaw,3,0,Hazy,National Highway,Under Construction,Dark,Police Checkpost,77,53,Female,Expired,No,Bridge,18.653728,78.106269,52.1374711849667,29.626199340820335,23.289697265625023
Tamil Nadu,Chennai,2020,April,Friday,11:13,Minor,1,Auto-Rickshaw,3,3,Foggy,Urban Road,Under Construction,Daylight,Police Checkpost,99,31,Male,Expired,Yes,Curve,13.089483,80.268736,-9999.0,-9999.0,-9999.0
Uttar Pradesh,Kanpur,2021,December,Friday,0:34,Minor,2,Truck,5,1,Clear,Urban Road,Under Construction,Daylight,Signs,112,31,Female,,No,Curve,26.454667,80.323021,0.003913044864134463,23.42981872558596,11.63068542480471
Gujarat,Surat,2018,March,Friday,7:15,Minor,1,Two-Wheeler,4,0,Clear,Village Road,Under Construction,Daylight,,70,30,Female,Valid,No,Intersection,21.14572,72.853971,0.025371384538175334,34.31049499511721,20.92273864746096
Jharkhand,Ranchi,2022,August,Sunday,18:5,Minor,3,Auto-Rickshaw,6,4,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,105,22,Male,Valid,Yes,Straight Road,23.341678,85.333671,170.6666587840111,26.185571289062523,21.969705200195335
Punjab,Ludhiana,2023,July,Friday,22:17,Fatal,3,Pedestrian,7,3,Stormy,State Highway,Damaged,Dusk,Police Checkpost,78,57,Female,Expired,Yes,Bridge,30.89907,75.832858,68.49166154860953,33.9799743652344,25.581781005859398
Uttar Pradesh,Kanpur,2020,June,Wednesday,1:17,Serious,2,Bus,10,5,Rainy,Village Road,Damaged,Dusk,,101,50,Female,,Yes,Curve,26.450043,80.330555,13.295322744397708,36.5865417480469,26.714929199218773
Haryana,Gurugram,2022,February,Wednesday,1:11,Fatal,5,Auto-Rickshaw,4,5,Clear,National Highway,Under Construction,Daylight,,52,67,Male,,Yes,Bridge,28.468642,77.006553,0.01669899000944497,23.468423461914085,9.76062927246096
Puducherry,Karaikal,2018,April,Thursday,0:41,Serious,2,Cycle,5,5,Clear,National Highway,Damaged,Dark,Signs,96,46,Female,,No,Bridge,10.95012,79.829836,-9999.0,-9999.0,-9999.0
Delhi,Dwarka,2021,June,Sunday,14:29,Fatal,4,Two-Wheeler,9,5,Rainy,Urban Road,Under Construction,Dusk,,100,51,Female,,Yes,Intersection,28.588988,77.045666,7.807123446752939,38.54024658203127,26.132043457031273
Telangana,Nizamabad,2021,June,Friday,4:8,Minor,3,Auto-Rickshaw,0,4,Stormy,National Highway,Damaged,Dusk,Police Checkpost,97,21,Male,Valid,Yes,Bridge,18.690076,78.084747,8.342972928574,31.812005615234398,25.049584960937523
Jharkhand,Dhanbad,2023,May,Tuesday,5:34,Serious,3,Truck,7,1,Hazy,Urban Road,Dry,Dawn,Signs,64,50,Female,,No,Straight Road,23.79564,86.449403,22.75359342761263,39.714151000976585,25.59797058105471
Kerala,Thrissur,2018,May,Monday,1:7,Minor,4,Auto-Rickshaw,9,5,Rainy,Village Road,Under Construction,Daylight,Police Checkpost,88,50,Female,,Yes,Curve,10.513368,76.205825,114.57037553191185,33.27114257812502,24.01062927246096
Tripura,Agartala,2021,August,Friday,18:55,Fatal,4,Cycle,0,2,Stormy,National Highway,Damaged,Dawn,Signals,97,44,Male,,No,Curve,23.844196,91.273906,39.75009356929604,32.01949462890627,25.964257812500023
Puducherry,Puducherry,2023,February,Sunday,12:6,Minor,4,Bus,8,4,Hazy,Village Road,Wet,Dawn,Signals,60,67,Female,Expired,No,Bridge,11.95968,79.791706,0.4097144555430532,28.584893798828148,19.68628845214846
Telangana,Hyderabad,2019,May,Sunday,23:37,Minor,5,Car,9,3,Stormy,National Highway,Dry,Daylight,,56,18,Male,Valid,No,Curve,17.37664,78.498158,0.7858991622562428,38.794778442382835,26.904260253906273
Goa,Mapusa,2018,October,Wednesday,21:52,Fatal,5,Two-Wheeler,4,5,Foggy,State Highway,Under Construction,Dusk,Signs,77,25,Male,Expired,No,Curve,15.605464,73.803518,18.649799376696308,29.372537231445335,24.63666687011721
Kerala,Thrissur,2018,September,Friday,9:7,Serious,1,Car,8,3,Rainy,State Highway,Damaged,Dark,Signals,99,27,Female,Valid,Yes,Curve,10.526216,76.219427,0.4982680082221691,30.644830322265648,22.630548095703148
Bihar,Muzaffarpur,2022,March,Thursday,22:8,Fatal,2,Pedestrian,1,5,Foggy,State Highway,Under Construction,Dawn,Signs,110,54,Male,,No,Straight Road,26.101355,85.413248,0.0017256346040994686,33.13765869140627,17.161279296875023
Maharashtra,Mumbai,2019,October,Thursday,19:1,Serious,2,Cycle,3,5,Stormy,Urban Road,Under Construction,Dark,Signals,41,35,Female,Expired,No,Bridge,19.070752,72.891202,0.43758907673918657,33.58553466796877,25.030267333984398
Haryana,Gurugram,2023,February,Monday,8:12,Serious,1,Auto-Rickshaw,3,5,Clear,Urban Road,Wet,Dark,Police Checkpost,80,63,Female,Valid,Yes,Bridge,28.464442,77.043989,0.02357135230113272,27.415917968750023,12.316369628906273
Rajasthan,Jodhpur,2023,April,Tuesday,5:53,Fatal,4,Pedestrian,10,4,Stormy,Urban Road,Under Construction,Dawn,Signs,103,20,Female,Valid,Yes,Bridge,26.222439,73.001806,0.09890138710488827,38.11428222656252,24.825112915039085
Goa,Panaji,2018,October,Wednesday,18:9,Serious,2,Bus,9,5,Clear,Village Road,Dry,Dawn,Signals,46,26,Male,Expired,No,Straight Road,15.486471,73.851446,10.918013378947933,28.952615356445335,25.18354187011721
Assam,Guwahati,2020,May,Monday,3:21,Serious,3,Auto-Rickshaw,2,3,Foggy,Urban Road,Under Construction,Daylight,,85,68,Female,,No,Straight Road,26.134558,91.758366,72.35185932245258,27.731134033203148,22.44440612792971
Madhya Pradesh,Indore,2023,November,Monday,1:19,Fatal,1,Pedestrian,8,4,Foggy,Urban Road,Under Construction,Dark,Signals,71,54,Male,,No,Bridge,22.698918,75.881316,0.0034332275191673034,28.64277038574221,16.419168090820335
Arunachal Pradesh,Naharlagun,2021,April,Thursday,7:30,Fatal,5,Pedestrian,5,1,Stormy,Urban Road,Damaged,Daylight,,116,37,Male,Valid,Yes,Intersection,27.090276,93.715929,17.676208179388198,29.16571960449221,19.621881103515648
Sikkim,Namchi,2018,August,Thursday,8:26,Minor,4,Auto-Rickshaw,3,1,Clear,Village Road,Wet,Dark,,48,29,Female,Valid,Yes,Bridge,27.149409,88.350175,103.35793373269553,25.58222351074221,19.770196533203148
Uttar Pradesh,Lucknow,2018,September,Friday,16:25,Serious,1,Pedestrian,0,4,Foggy,Urban Road,Damaged,Dark,Signs,107,60,Male,Expired,Yes,Straight Road,26.827664,80.934135,4.720385372628755,32.21672973632815,24.741876220703148
Manipur,Imphal,2019,June,Sunday,4:38,Minor,5,Truck,1,0,Stormy,National Highway,Dry,Dusk,,114,22,Female,Expired,No,Curve,24.82655,93.925768,130.38728684182388,27.99152526855471,21.58948669433596
Sikkim,Gyalshing,2023,June,Friday,0:11,Minor,5,Cycle,4,5,Foggy,State Highway,Wet,Daylight,Police Checkpost,43,55,Male,,No,Curve,27.299117,88.251367,720.8764401869878,20.731423950195335,16.736489868164085
Haryana,Gurugram,2022,May,Friday,23:48,Minor,5,Pedestrian,8,3,Foggy,State Highway,Wet,Dawn,Signs,96,39,Female,Valid,Yes,Intersection,28.47125,77.017037,0.005200504404001549,44.8975769042969,28.21112976074221
Maharashtra,Mumbai,2018,April,Friday,17:55,Fatal,5,Truck,1,2,Stormy,National Highway,Dry,Dark,Signals,85,31,Female,Expired,No,Curve,19.096743,72.852879,0.03635287164982515,31.875970458984398,25.327554321289085
Chandigarh,Chandigarh,2020,November,Wednesday,14:36,Serious,5,Car,6,5,Hazy,National Highway,Damaged,Dawn,Police Checkpost,102,44,Female,,No,Curve,30.738706,76.76941,43.72049283938395,25.593743896484398,14.030206298828148
Haryana,Faridabad,2022,August,Monday,10:14,Fatal,1,Cycle,3,1,Rainy,National Highway,Damaged,Dark,Signs,62,29,Female,Expired,No,Straight Road,28.410656,77.342006,121.06429552541087,30.164300537109398,24.632852172851585
Jammu and Kashmir,Baramulla,2021,October,Thursday,8:3,Serious,1,Pedestrian,10,4,Foggy,Village Road,Under Construction,Dawn,Signs,59,38,Male,,No,Straight Road,34.217446,74.321161,0.012004655161490518,22.140969848632835,9.46100769042971
Chandigarh,Chandigarh,2022,May,Thursday,0:21,Serious,4,Auto-Rickshaw,9,1,Stormy,National Highway,Wet,Dusk,Signs,106,29,Female,Expired,Yes,Bridge,30.736233,76.769667,0.005200504404001549,41.7549987792969,23.448754882812523
Kerala,Kozhikode,2018,August,Wednesday,5:45,Serious,4,Bus,0,3,Foggy,Urban Road,Under Construction,Dawn,Signals,82,35,Male,Valid,Yes,Bridge,11.261453,75.774553,990.6902846796584,24.778054809570335,23.927178955078148
Tripura,Udaipur,2021,February,Monday,15:6,Serious,3,Auto-Rickshaw,7,4,Hazy,State Highway,Damaged,Dark,Signs,75,68,Male,,No,Curve,23.556767,91.467772,0.005985124460039515,28.621423339843773,15.77228698730471
Tamil Nadu,Madurai,2018,May,Wednesday,11:22,Minor,3,Cycle,5,0,Foggy,National Highway,Dry,Dawn,Signs,79,43,Male,Expired,Yes,Straight Road,9.928651,78.140058,93.46975013613701,35.778359985351585,26.080163574218773
Telangana,Nizamabad,2020,December,Wednesday,12:22,Serious,5,Pedestrian,6,1,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Valid,Yes,Bridge,18.692659,78.079485,0.000852346317969932,29.466653442382835,19.42810974121096
Punjab,Ludhiana,2022,March,Sunday,14:3,Fatal,4,Bus,10,2,Stormy,Village Road,Dry,Daylight,Signals,68,61,Female,Valid,No,Curve,30.890623,75.847358,0.0017256346040994686,31.407815551757835,16.421716308593773
Jharkhand,Dhanbad,2019,February,Tuesday,13:55,Minor,5,Pedestrian,10,5,Clear,Village Road,Wet,Dawn,Signs,100,69,Female,Expired,No,Intersection,23.820056,86.435002,13.755303619973347,29.698342895507835,13.884393310546898
Odisha,Puri,2022,February,Wednesday,10:33,Serious,4,Bus,2,1,Hazy,State Highway,Dry,Dusk,Signs,89,41,Female,Valid,No,Bridge,19.806828,85.83321,0.01669899000944497,27.064126586914085,15.96570739746096
Delhi,New Delhi,2018,September,Monday,20:24,Serious,5,Two-Wheeler,6,4,Foggy,National Highway,Dry,Dusk,Signals,104,45,Male,Valid,Yes,Intersection,28.632671,77.202615,0.9506970643897716,31.935479736328148,23.061318969726585
Karnataka,Mysore,2018,December,Friday,10:23,Fatal,3,Pedestrian,5,3,Hazy,State Highway,Under Construction,Dusk,Signs,36,51,Female,Valid,No,Curve,12.952512,77.578656,0.017979739538986905,26.754632568359398,16.06989440917971
Maharashtra,Pune,2020,January,Monday,15:33,Minor,2,Cycle,1,0,Stormy,National Highway,Wet,Daylight,Police Checkpost,99,30,Male,Valid,No,Straight Road,18.522798,73.857241,0.7084488852342474,28.285882568359398,14.36011657714846
Tripura,Dharmanagar,2020,May,Saturday,18:51,Serious,3,Bus,8,1,Clear,National Highway,Damaged,Dusk,,37,60,Female,Expired,Yes,Straight Road,24.355427,92.159838,46.76975160714392,31.993432617187523,23.603753662109398
Rajasthan,Udaipur,2019,August,Sunday,21:18,Serious,5,Pedestrian,8,4,Hazy,Village Road,Under Construction,Daylight,Signs,87,30,Male,,Yes,Curve,24.603571,73.725748,574.7923702001572,24.335488891601585,22.88184509277346
Maharashtra,Mumbai,2018,June,Tuesday,12:50,Fatal,5,Bus,6,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,120,37,Female,Valid,Yes,Bridge,19.077873,72.89585,62.07955861594883,29.419427490234398,25.469262695312523
Jharkhand,Dhanbad,2021,September,Monday,9:45,Fatal,1,Pedestrian,4,3,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,46,69,Male,Valid,No,Straight Road,23.809433,86.441289,453.5115718831157,25.440713500976585,23.82813415527346
Tamil Nadu,Coimbatore,2021,April,Friday,5:0,Fatal,1,Bus,10,4,Hazy,Village Road,Wet,Dawn,Police Checkpost,104,50,Male,Valid,No,Straight Road,11.005108,76.938022,375.3128685168363,30.575158691406273,21.979226684570335
Odisha,Cuttack,2020,December,Tuesday,2:3,Minor,3,Car,1,2,Hazy,Village Road,Damaged,Dark,Signals,94,64,Female,,No,Bridge,20.463761,85.887571,0.000852346317969932,28.628762817382835,18.310571289062523
Jammu and Kashmir,Jammu,2023,March,Wednesday,21:32,Fatal,2,Pedestrian,2,5,Hazy,State Highway,Damaged,Dark,Police Checkpost,111,44,Female,Valid,Yes,Intersection,32.709234,74.863273,0.7257891500671576,27.349877929687523,10.166864013671898
Assam,Dibrugarh,2022,August,Wednesday,0:38,Minor,3,Two-Wheeler,9,3,Rainy,Village Road,Under Construction,Dusk,,103,60,Female,Valid,No,Intersection,27.494698,94.898012,55.43631454811404,31.064477539062523,26.685342407226585
Mizoram,Lunglei,2019,June,Sunday,8:49,Fatal,4,Auto-Rickshaw,3,3,Stormy,Urban Road,Wet,Dusk,Signals,32,67,Male,Valid,Yes,Straight Road,22.885209,92.736159,107.25851282472831,25.437966918945335,21.76526794433596
Maharashtra,Pune,2021,January,Sunday,20:12,Fatal,3,Pedestrian,6,3,Hazy,Urban Road,Under Construction,Dark,Signals,97,38,Female,,Yes,Bridge,18.543861,73.844981,0.000852346317969932,30.51221618652346,17.403848266601585
Tamil Nadu,Coimbatore,2021,September,Tuesday,5:17,Minor,3,Two-Wheeler,6,2,Rainy,Urban Road,Wet,Dusk,,72,32,Female,Expired,Yes,Bridge,11.040884,76.949544,13.937559350285511,29.149987792968773,21.930642700195335
Karnataka,Mangalore,2019,December,Saturday,23:12,Serious,5,Bus,9,0,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,61,56,Female,,Yes,Straight Road,12.964133,77.595924,4.128230372057118,25.73975524902346,17.60682067871096
Goa,Margao,2022,December,Friday,8:52,Minor,4,Bus,2,2,Foggy,Village Road,Wet,Dark,Signals,102,50,Female,Expired,Yes,Intersection,15.275173,73.987336,0.25369979880451865,30.905984497070335,20.77924499511721
Andhra Pradesh,Vijayawada,2023,October,Wednesday,15:40,Fatal,1,Car,10,3,Hazy,Urban Road,Damaged,Dusk,,42,68,Male,Expired,No,Intersection,16.516313,80.654508,0.03488659791628379,33.00478515625002,24.651040649414085
Maharashtra,Pune,2022,June,Monday,4:7,Fatal,4,Car,1,3,Hazy,Urban Road,Under Construction,Dusk,,104,29,Female,,No,Intersection,18.511347,73.844549,21.620257571100865,30.799096679687523,22.64692077636721
Rajasthan,Jodhpur,2022,December,Monday,11:8,Serious,1,Two-Wheeler,5,0,Rainy,Village Road,Under Construction,Dark,Police Checkpost,115,66,Male,,Yes,Curve,26.257569,73.005912,0.001289029341933201,26.394250488281273,10.10346374511721
Chandigarh,Chandigarh,2020,February,Monday,17:26,Minor,5,Car,7,0,Hazy,National Highway,Damaged,Daylight,Signals,74,65,Female,,No,Intersection,30.717555,76.784648,0.006008148115910217,22.795892333984398,9.38764343261721
Kerala,Kochi,2021,June,Saturday,18:10,Serious,4,Auto-Rickshaw,0,4,Foggy,Urban Road,Dry,Dusk,Police Checkpost,68,38,Male,Valid,Yes,Bridge,9.953494,76.263931,292.5162436160349,27.206536865234398,24.657434082031273
Kerala,Thiruvananthapuram,2020,February,Monday,2:36,Fatal,2,Two-Wheeler,4,2,Hazy,State Highway,Wet,Dawn,Police Checkpost,117,59,Male,Expired,Yes,Intersection,8.53453,76.926412,1.5009671448886763,32.73859558105471,23.215859985351585
Telangana,Warangal,2023,November,Monday,19:20,Fatal,4,Cycle,0,2,Foggy,Urban Road,Dry,Dark,Signals,67,27,Female,,Yes,Intersection,17.948392,79.581792,0.003761053065431952,30.23652038574221,20.64814147949221
Odisha,Bhubaneswar,2022,August,Wednesday,1:55,Serious,3,Truck,4,0,Foggy,Village Road,Dry,Dusk,Signals,51,30,Female,Valid,No,Straight Road,20.298547,85.843461,67.45051732168506,31.208963012695335,25.897805786132835
Assam,Guwahati,2020,December,Friday,1:52,Serious,3,Pedestrian,5,2,Clear,State Highway,Under Construction,Dark,Signals,98,44,Male,,No,Straight Road,26.122726,91.721269,0.7906734942366711,23.555642700195335,14.386743164062523
Nagaland,Mokokchung,2021,April,Monday,11:47,Fatal,2,Two-Wheeler,3,1,Clear,State Highway,Dry,Daylight,Signs,30,66,Female,Valid,Yes,Straight Road,26.332107,94.517498,23.825790744218978,26.479455566406273,16.436334228515648
Chhattisgarh,Durg,2023,March,Tuesday,1:36,Minor,1,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Police Checkpost,47,65,Male,Valid,No,Straight Road,21.198915,81.307736,0.12954898721773134,34.30495605468752,19.559442138671898
Kerala,Kozhikode,2021,September,Thursday,11:23,Serious,2,Cycle,9,3,Hazy,State Highway,Wet,Dawn,Signals,77,54,Female,Valid,Yes,Bridge,11.25606,75.787719,142.45692677691935,27.538201904296898,23.79688415527346
Uttar Pradesh,Kanpur,2021,June,Friday,21:50,Minor,1,Cycle,5,4,Clear,Village Road,Wet,Dawn,Police Checkpost,119,58,Male,Expired,Yes,Straight Road,26.446013,80.31362,4.427987122824106,34.29757080078127,24.45398864746096
Karnataka,Mysore,2020,October,Saturday,0:25,Fatal,3,Truck,9,3,Hazy,State Highway,Damaged,Dark,Signs,76,31,Female,Valid,No,Bridge,12.98556,77.590096,1.061711460351944,25.664880371093773,18.558190917968773
Telangana,Karimnagar,2023,September,Monday,19:51,Fatal,1,Truck,3,5,Foggy,National Highway,Damaged,Dark,,60,63,Male,,Yes,Intersection,18.442396,79.145568,111.35068312276886,28.362710571289085,24.428750610351585
Punjab,Jalandhar,2018,September,Saturday,19:22,Serious,1,Truck,0,4,Hazy,State Highway,Damaged,Dark,,114,70,Male,,Yes,Intersection,31.317469,75.586747,14.392550289620942,30.839273071289085,22.155068969726585
Telangana,Nizamabad,2021,May,Saturday,14:39,Serious,2,Auto-Rickshaw,1,5,Stormy,National Highway,Damaged,Daylight,,82,22,Female,Valid,Yes,Bridge,18.68641,78.116923,2.3685001161766195,37.16340026855471,27.337075805664085
Bihar,Bhagalpur,2019,February,Monday,1:7,Minor,1,Auto-Rickshaw,2,3,Rainy,Village Road,Wet,Dawn,Signs,41,33,Male,,No,Curve,25.237337,86.975364,15.327331422440693,26.103128051757835,16.187127685546898
Uttar Pradesh,Lucknow,2020,September,Saturday,7:21,Serious,5,Pedestrian,9,4,Foggy,National Highway,Damaged,Daylight,,60,70,Male,,Yes,Intersection,26.837603,80.937832,32.97132477143805,33.456155395507835,25.46039733886721
Goa,Mapusa,2018,April,Thursday,15:33,Fatal,2,Truck,8,2,Clear,Village Road,Under Construction,Daylight,Police Checkpost,75,45,Female,Valid,Yes,Curve,15.574742,73.806484,0.4357859480315085,32.81305847167971,25.80695495605471
Nagaland,Dimapur,2022,January,Friday,14:55,Fatal,1,Two-Wheeler,7,5,Clear,Urban Road,Damaged,Dawn,Signals,118,19,Male,,No,Intersection,25.896905,93.706081,2.402315791982801,19.267297363281273,10.784356689453148
Tamil Nadu,Madurai,2022,December,Tuesday,5:3,Minor,1,Car,6,4,Stormy,Village Road,Under Construction,Dark,Police Checkpost,102,30,Female,Valid,No,Curve,9.904115,78.138746,3.9994568421661825,29.287652587890648,19.03901062011721
Madhya Pradesh,Gwalior,2021,March,Friday,9:51,Serious,5,Car,5,0,Foggy,Village Road,Wet,Dark,Signals,92,32,Female,Expired,Yes,Straight Road,26.201364,78.206344,0.0017206148754667083,34.287759399414085,18.604348754882835
Uttarakhand,Haldwani,2021,June,Tuesday,9:32,Minor,3,Two-Wheeler,1,4,Foggy,Village Road,Damaged,Dawn,,72,60,Female,,Yes,Curve,29.229256,79.498398,978.9266278687023,29.181146240234398,20.87781677246096
Meghalaya,Nongstoin,2018,February,Wednesday,6:21,Minor,4,Cycle,0,3,Stormy,National Highway,Wet,Daylight,Signs,32,39,Male,Expired,No,Intersection,25.499158,91.239553,1.9724560575582473,19.14893493652346,7.561151123046898
Karnataka,Bangalore,2022,July,Thursday,1:47,Fatal,1,Pedestrian,8,4,Rainy,National Highway,Wet,Daylight,Signs,58,20,Female,Expired,Yes,Straight Road,12.993634,77.596822,35.465887197194235,25.796121215820335,20.091180419921898
Madhya Pradesh,Jabalpur,2021,February,Friday,1:39,Minor,4,Two-Wheeler,0,2,Clear,National Highway,Dry,Dusk,Signs,119,18,Male,Expired,No,Intersection,23.170348,79.978724,0.014881117692766566,30.329873657226585,16.478616333007835
Kerala,Thrissur,2018,July,Tuesday,19:12,Fatal,5,Truck,9,3,Clear,National Highway,Dry,Dawn,Signals,38,63,Male,Expired,Yes,Bridge,10.529109,76.210164,707.2504973997269,26.35962829589846,23.57526550292971
Sikkim,Gyalshing,2023,July,Wednesday,22:21,Fatal,1,Bus,6,4,Hazy,State Highway,Wet,Dark,Signals,60,47,Male,,No,Intersection,27.300123,88.273968,360.2436237037132,22.527429199218773,18.041970825195335
Delhi,New Delhi,2023,February,Wednesday,15:29,Serious,3,Cycle,6,1,Hazy,National Highway,Dry,Dawn,Signals,80,54,Female,,No,Intersection,28.59813,77.225462,0.02357135230113272,26.986230468750023,12.101525878906273
West Bengal,Durgapur,2021,January,Monday,9:39,Fatal,1,Auto-Rickshaw,3,5,Clear,State Highway,Wet,Daylight,Signs,55,48,Female,Valid,No,Curve,23.525786,87.335264,0.000852346317969932,22.813195800781273,9.74659118652346
Kerala,Kochi,2018,January,Saturday,0:16,Minor,4,Car,7,3,Stormy,Village Road,Dry,Dark,Signals,113,47,Male,,Yes,Curve,9.912531,76.291544,0.017285345961681742,31.230996704101585,22.929849243164085
Uttarakhand,Roorkee,2019,August,Thursday,3:52,Minor,3,Truck,6,1,Hazy,State Highway,Wet,Dawn,Police Checkpost,107,20,Female,Valid,No,Intersection,29.866457,77.89017,151.39071829617023,30.40033874511721,26.095559692382835
Bihar,Gaya,2018,November,Monday,9:35,Fatal,5,Auto-Rickshaw,7,4,Rainy,Urban Road,Under Construction,Dark,Signs,78,38,Female,Expired,Yes,Curve,24.819096,84.991933,0.032439350093227404,30.411660766601585,17.45435485839846
Chandigarh,Chandigarh,2018,March,Tuesday,3:22,Fatal,3,Car,4,3,Rainy,Village Road,Wet,Dark,Signs,69,51,Male,Expired,Yes,Bridge,30.737951,76.76428,3.810959231770994,29.071435546875023,13.953530883789085
Manipur,Imphal,2018,April,Saturday,14:10,Minor,3,Auto-Rickshaw,8,1,Stormy,National Highway,Dry,Dark,Signals,36,18,Female,Expired,No,Intersection,24.812683,93.9163,8.375445007079207,27.735345458984398,14.856866455078148
Sikkim,Gangtok,2021,July,Thursday,11:7,Serious,3,Truck,0,0,Hazy,National Highway,Dry,Dark,,119,29,Female,Valid,No,Bridge,27.35881,88.586962,809.5978960384577,19.03034362792971,15.828225708007835
Odisha,Cuttack,2023,November,Thursday,20:5,Minor,5,Pedestrian,7,0,Rainy,State Highway,Dry,Daylight,Signs,79,28,Male,,No,Straight Road,20.478914,85.872988,0.008261203745973944,29.86573181152346,20.45282897949221
Sikkim,Gyalshing,2020,March,Saturday,23:35,Fatal,2,Truck,10,0,Foggy,State Highway,Dry,Dark,,94,47,Female,Expired,No,Curve,27.281129,88.238302,141.3374826311724,16.762841796875023,7.471109008789085
Rajasthan,Jodhpur,2023,September,Monday,3:43,Fatal,5,Bus,9,3,Foggy,Urban Road,Dry,Daylight,Signals,42,19,Male,Expired,Yes,Straight Road,26.258327,73.009582,29.116933792725064,34.762063598632835,25.374063110351585
Uttarakhand,Haldwani,2020,August,Saturday,16:24,Minor,5,Cycle,7,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,83,50,Female,Expired,No,Straight Road,29.226969,79.517569,207.42967464019557,25.81025085449221,21.376184082031273
Sikkim,Namchi,2020,July,Saturday,13:31,Serious,5,Auto-Rickshaw,9,0,Clear,Village Road,Dry,Dawn,,76,19,Female,Expired,Yes,Bridge,27.181626,88.349963,215.6821447466477,23.821450805664085,19.628472900390648
Haryana,Faridabad,2023,January,Monday,6:45,Minor,5,Bus,10,4,Foggy,Village Road,Under Construction,Dawn,Signals,55,21,Male,,No,Bridge,28.430221,77.321,0.016834607151849923,16.609963989257835,4.06574401855471
Jammu and Kashmir,Jammu,2020,December,Sunday,12:27,Serious,1,Pedestrian,7,1,Hazy,State Highway,Damaged,Dawn,Signs,106,42,Female,Valid,Yes,Bridge,32.705481,74.85461,0.6862536071707837,14.538919067382835,3.3984619140625227
Kerala,Thrissur,2018,June,Saturday,0:58,Fatal,1,Truck,5,2,Stormy,Village Road,Damaged,Dark,Police Checkpost,78,30,Male,Expired,No,Intersection,10.515538,76.236242,203.3002027323505,27.625177001953148,23.633096313476585
Jharkhand,Jamshedpur,2021,September,Monday,19:37,Fatal,1,Cycle,1,0,Stormy,Urban Road,Dry,Dark,Signals,82,37,Male,Expired,No,Straight Road,22.817717,86.193176,193.11966597929953,27.723748779296898,23.704080200195335
Maharashtra,Mumbai,2022,April,Monday,10:58,Fatal,3,Truck,8,4,Clear,State Highway,Under Construction,Daylight,Signs,40,55,Male,Valid,No,Intersection,19.061831,72.8874,0.3188964008380424,32.16297302246096,23.645364379882835
Maharashtra,Pune,2019,May,Friday,2:3,Fatal,3,Auto-Rickshaw,10,2,Foggy,National Highway,Dry,Dawn,Police Checkpost,65,67,Female,,No,Straight Road,18.537595,73.853966,0.007045268976213492,37.638528442382835,21.03028259277346
Chhattisgarh,Durg,2020,October,Saturday,10:45,Minor,4,Auto-Rickshaw,0,1,Hazy,National Highway,Wet,Dusk,Signals,35,43,Female,Valid,No,Curve,21.208014,81.30841,58.17778594791889,29.215737915039085,23.554589843750023
Gujarat,Ahmedabad,2018,January,Thursday,18:2,Fatal,1,Bus,4,2,Rainy,State Highway,Dry,Dusk,Signs,33,19,Male,Expired,Yes,Bridge,23.0407,72.580457,0.01716613667213096,31.176736450195335,16.808312988281273
Nagaland,Mokokchung,2020,August,Sunday,4:53,Fatal,1,Auto-Rickshaw,5,5,Rainy,State Highway,Damaged,Dawn,Police Checkpost,106,28,Female,Expired,No,Straight Road,26.326461,94.510428,246.09663076688548,26.52570495605471,22.706262207031273
Delhi,Rohini,2021,April,Saturday,3:23,Fatal,1,Bus,9,2,Foggy,National Highway,Under Construction,Daylight,,75,54,Female,,Yes,Bridge,28.745996,77.062578,2.5649182609654986,38.11275634765627,20.459695434570335
