,State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Traffic Congestion
2153,Meghalaya,Shillong,2020,July,Saturday,22:32,Minor,5,Cycle,2,5,Rainy,National Highway,Under Construction,Dark,,91,48,Female,Expired,Yes,Intersection,25.569351,91.907223,407.0947798942193,24.29096374511721,20.499322509765648,1.0
2154,Uttar Pradesh,Kanpur,2021,April,Sunday,12:6,Serious,3,Car,0,3,Clear,Urban Road,Wet,Dusk,,82,21,Female,Valid,Yes,Curve,26.452364,80.33895,0.4769824556447588,39.53876647949221,22.50852355957033,0.7745966692414833
2155,Arunachal Pradesh,Naharlagun,2022,November,Tuesday,18:17,Serious,4,Cycle,6,0,Stormy,Village Road,Under Construction,Dark,Signals,112,47,Male,Expired,Yes,Curve,27.127903,93.711993,0.2550810574462048,24.62555847167971,13.760171508789083,0.8944271909999159
2156,Tripura,Agartala,2020,January,Monday,5:34,Minor,2,Bus,7,4,Clear,Urban Road,Under Construction,Dusk,Signs,105,60,Female,Expired,Yes,Curve,23.830225,91.288193,0.0214643760045873,24.0183044433594,11.525354003906273,0.6324555320336759
2157,Andhra Pradesh,Visakhapatnam,2018,August,Wednesday,20:44,Minor,5,Auto-Rickshaw,7,2,Hazy,Urban Road,Damaged,Dawn,,112,43,Female,,No,Curve,17.701924,83.234713,577.8329905970168,26.274255371093773,25.061135864257835,1.0
2158,Telangana,Hyderabad,2019,July,Wednesday,7:58,Fatal,3,Auto-Rickshaw,10,0,Clear,Village Road,Dry,Daylight,Signs,37,44,Male,Valid,No,Curve,17.386262,78.469972,10.291872173542773,31.348229980468773,24.034448242187523,0.7745966692414833
2159,Assam,Guwahati,2020,November,Monday,7:34,Serious,3,Truck,4,2,Clear,National Highway,Damaged,Dark,Police Checkpost,42,25,Female,Expired,Yes,Curve,26.154485,91.744169,0.0108273025034577,27.9902282714844,16.32142028808596,0.7745966692414833
2160,Maharashtra,Mumbai,2021,November,Wednesday,7:24,Fatal,4,Cycle,2,4,Clear,National Highway,Under Construction,Dusk,Signals,35,41,Male,Valid,Yes,Intersection,19.085081,72.860591,0.0038951628198446,32.0090270996094,24.909341430664085,0.8944271909999159
2161,Jammu and Kashmir,Baramulla,2022,September,Monday,0:48,Fatal,4,Truck,2,5,Foggy,State Highway,Damaged,Dusk,Police Checkpost,54,58,Male,Valid,Yes,Intersection,34.187059,74.353387,4.383653588604375,23.8730407714844,11.44996032714846,0.8944271909999159
2162,Rajasthan,Jodhpur,2022,November,Monday,19:50,Minor,4,Truck,3,3,Hazy,Village Road,Damaged,Dark,Signs,54,59,Female,Valid,No,Bridge,26.225992,73.002995,0.1124024390151134,28.891213989257835,17.033609008789085,0.8944271909999159
2163,Jammu and Kashmir,Anantnag,2023,November,Wednesday,3:5,Minor,5,Truck,7,2,Clear,Urban Road,Damaged,Dark,,114,19,Male,Expired,No,Straight Road,33.743244,75.137289,0.0034332275191673,12.60761413574221,-4.112081909179665,1.0
2164,Arunachal Pradesh,Naharlagun,2018,November,Friday,13:27,Fatal,5,Truck,8,5,Hazy,Urban Road,Wet,Dawn,Police Checkpost,86,55,Female,Expired,No,Straight Road,27.118092,93.708601,183.21856436034523,19.967370605468773,14.700433349609398,1.0
2165,Chandigarh,Chandigarh,2019,October,Tuesday,14:20,Serious,4,Two-Wheeler,8,4,Hazy,National Highway,Under Construction,Daylight,Signs,71,33,Male,Valid,No,Curve,30.738179,76.766605,0.825369445067281,29.439050292968773,17.819329833984398,0.8944271909999159
2166,Nagaland,Kohima,2021,November,Friday,18:1,Serious,4,Cycle,0,4,Rainy,Urban Road,Dry,Dawn,Police Checkpost,76,46,Male,,No,Bridge,25.678919,94.098363,2.298964559315664,20.43805847167971,10.258630371093773,0.8944271909999159
2167,Jharkhand,Bokaro,2019,August,Friday,20:32,Serious,4,Truck,6,2,Foggy,Urban Road,Under Construction,Dawn,Signs,84,62,Female,,Yes,Curve,23.68962,86.164186,20.244408398866653,30.544061279296898,25.172265625000023,0.8944271909999159
2168,Haryana,Ambala,2018,April,Friday,4:34,Minor,2,Truck,7,1,Hazy,Urban Road,Under Construction,Daylight,Signs,42,62,Male,Expired,Yes,Straight Road,30.387703,76.793374,0.0226289021902914,36.99762878417971,18.647866821289085,0.6324555320336759
2169,Jammu and Kashmir,Anantnag,2023,March,Tuesday,6:39,Minor,5,Car,9,2,Hazy,Village Road,Wet,Dusk,Police Checkpost,46,52,Female,,No,Bridge,33.728257,75.156741,0.0231844986160467,14.779565429687525,-3.4176849365234148,1.0
2170,Uttarakhand,Haldwani,2021,February,Wednesday,8:58,Minor,3,Pedestrian,10,3,Foggy,National Highway,Damaged,Dusk,Signs,65,43,Male,,Yes,Intersection,29.229218,79.508042,17.52721749102193,20.406579589843773,8.425881958007835,0.7745966692414833
2171,Sikkim,Gyalshing,2022,August,Wednesday,23:0,Serious,4,Car,5,3,Hazy,Village Road,Under Construction,Dark,,80,22,Female,Expired,Yes,Curve,27.29737,88.24206,192.0462748955281,22.47120056152346,17.122842407226585,0.8944271909999159
2172,Assam,Guwahati,2022,May,Thursday,3:5,Fatal,5,Pedestrian,10,0,Stormy,National Highway,Dry,Dusk,Signs,60,27,Male,Valid,Yes,Intersection,26.143616,91.750415,77.91762798939317,27.23951110839846,23.580224609375023,1.0
2173,Maharashtra,Nagpur,2019,August,Thursday,19:13,Fatal,4,Bus,3,3,Rainy,Urban Road,Wet,Dawn,Signals,64,39,Male,,Yes,Straight Road,21.130406,79.076802,50.07425509393215,30.02472839355471,23.924218750000023,0.8944271909999159
2174,Chandigarh,Chandigarh,2023,July,Monday,23:0,Minor,2,Auto-Rickshaw,7,2,Foggy,State Highway,Damaged,Dark,Police Checkpost,100,22,Male,Expired,No,Straight Road,30.728153,76.787324,40.611799433822426,31.52845153808596,24.95993957519533,0.6324555320336759
2175,Tamil Nadu,Chennai,2023,April,Friday,21:17,Fatal,3,Car,2,2,Stormy,State Highway,Dry,Dark,Signals,100,63,Female,Valid,Yes,Bridge,13.076287,80.256753,-9999.0,-9999.0,-9999.0,0.7745966692414833
2176,Assam,Jorhat,2022,June,Saturday,21:29,Minor,5,Pedestrian,10,2,Stormy,State Highway,Wet,Dawn,Signs,61,19,Male,Expired,No,Curve,26.767628,94.19208,1300.3135815260407,25.1704040527344,23.280816650390648,1.0
2177,Uttar Pradesh,Varanasi,2018,May,Tuesday,13:24,Minor,3,Pedestrian,1,1,Hazy,National Highway,Damaged,Dawn,,34,58,Male,,No,Straight Road,25.319805,82.988057,1.0303929448127749,36.15007934570315,25.183404541015648,0.7745966692414833
2178,Chhattisgarh,Korba,2023,April,Sunday,22:11,Minor,4,Auto-Rickshaw,4,2,Foggy,Urban Road,Under Construction,Dawn,,67,58,Female,,No,Straight Road,22.354393,82.739782,0.0171610673760369,39.530557250976585,25.428262329101585,0.8944271909999159
2179,Andhra Pradesh,Tirupati,2023,October,Tuesday,3:58,Fatal,4,Cycle,0,2,Rainy,Urban Road,Damaged,Dawn,Police Checkpost,35,41,Male,Valid,No,Intersection,13.615703,79.412678,7.64750614695231,31.386865234375023,24.084634399414085,0.8944271909999159
2180,Goa,Panaji,2022,March,Thursday,0:54,Minor,2,Bus,9,0,Hazy,National Highway,Dry,Dusk,Police Checkpost,115,59,Female,,No,Intersection,15.48952,73.842444,0.0022918787294656,35.47390136718752,22.212731933593773,0.6324555320336759
2181,Tamil Nadu,Chennai,2018,January,Tuesday,13:21,Minor,4,Two-Wheeler,0,1,Foggy,Urban Road,Under Construction,Daylight,,69,27,Female,Valid,No,Bridge,13.088903,80.272016,-9999.0,-9999.0,-9999.0,0.8944271909999159
2182,Chhattisgarh,Durg,2018,April,Thursday,6:35,Minor,1,Auto-Rickshaw,8,1,Hazy,Urban Road,Under Construction,Dawn,Signals,75,41,Male,Expired,Yes,Straight Road,21.178935,81.296976,24.02913719295796,36.65973815917971,22.59406433105471,0.4472135954999579
2183,Nagaland,Dimapur,2020,November,Friday,20:15,Fatal,4,Cycle,6,3,Stormy,State Highway,Wet,Daylight,Signals,33,57,Female,,Yes,Straight Road,25.882499,93.720167,0.0108273025034577,25.92005310058596,14.554620361328148,0.8944271909999159
2184,Himachal Pradesh,Shimla,2021,November,Monday,7:4,Serious,4,Auto-Rickshaw,0,5,Foggy,State Highway,Damaged,Dark,Police Checkpost,71,21,Female,,No,Intersection,31.112338,77.197647,1.3881236307611289,16.266839599609398,3.725747680664085,0.8944271909999159
2185,Puducherry,Karaikal,2022,January,Sunday,2:13,Minor,2,Truck,7,3,Hazy,Village Road,Damaged,Daylight,Signals,34,31,Female,,No,Intersection,10.941752,79.845254,-9999.0,-9999.0,-9999.0,0.6324555320336759
2186,Puducherry,Karaikal,2023,October,Thursday,10:36,Minor,2,Pedestrian,8,1,Clear,Urban Road,Dry,Dusk,Police Checkpost,44,51,Male,Valid,Yes,Intersection,10.932918,79.819231,-9999.0,-9999.0,-9999.0,0.6324555320336759
2187,Puducherry,Puducherry,2018,May,Saturday,17:9,Minor,1,Pedestrian,0,1,Rainy,Village Road,Damaged,Dawn,Signals,88,21,Male,Valid,No,Intersection,11.964321,79.829069,-9999.0,-9999.0,-9999.0,0.4472135954999579
2188,Jammu and Kashmir,Baramulla,2020,July,Friday,2:46,Minor,3,Two-Wheeler,10,0,Stormy,Urban Road,Wet,Dusk,,114,60,Female,Valid,Yes,Intersection,34.196207,74.367221,27.136347726450797,26.66205749511721,16.123635864257835,0.7745966692414833
2189,Delhi,Rohini,2018,June,Wednesday,4:48,Fatal,1,Bus,0,0,Stormy,National Highway,Damaged,Dawn,Police Checkpost,100,40,Female,Valid,No,Bridge,28.735014,77.051901,0.0008535584470337,38.74675903320315,31.242471313476585,0.4472135954999579
2190,Uttarakhand,Dehradun,2019,April,Friday,12:40,Minor,4,Cycle,7,5,Clear,State Highway,Dry,Dusk,Police Checkpost,111,69,Male,,Yes,Intersection,30.333033,78.053503,1.945602893783871,29.301110839843773,13.437051391601583,0.8944271909999159
2191,Goa,Margao,2023,June,Monday,7:41,Fatal,1,Cycle,4,2,Hazy,Village Road,Wet,Dark,Signs,50,37,Male,Valid,No,Straight Road,15.305083,73.985085,72.67237060237974,30.57300720214846,25.112451171875023,0.4472135954999579
2192,Punjab,Jalandhar,2019,October,Sunday,15:23,Minor,2,Pedestrian,3,1,Stormy,Village Road,Dry,Dark,Police Checkpost,80,28,Female,Expired,No,Intersection,31.316891,75.567442,4.3740809833821,31.564050292968773,20.4853454589844,0.6324555320336759
2193,West Bengal,Siliguri,2019,April,Sunday,3:12,Minor,2,Bus,10,1,Foggy,National Highway,Under Construction,Dusk,,55,20,Male,Expired,Yes,Bridge,22.560927,88.348989,0.0008523463748133,35.67220458984377,25.802285766601585,0.6324555320336759
2194,Tripura,Dharmanagar,2018,November,Saturday,9:30,Serious,5,Two-Wheeler,1,4,Rainy,National Highway,Damaged,Dusk,,108,32,Female,,No,Straight Road,24.348407,92.191357,0.1962552656777916,27.415567016601585,16.149652099609398,1.0
2195,Rajasthan,Udaipur,2023,April,Saturday,12:42,Serious,2,Bus,5,5,Stormy,National Highway,Dry,Daylight,Police Checkpost,46,51,Male,Valid,No,Intersection,24.56448,73.736669,0.1294711192940667,36.042276000976585,20.873941040039085,0.6324555320336759
2196,Nagaland,Mokokchung,2022,November,Sunday,17:53,Serious,4,Pedestrian,1,5,Hazy,Village Road,Under Construction,Dawn,Signs,38,54,Female,Valid,Yes,Bridge,26.333008,94.533192,1.679110526936256,22.26423034667971,12.62000427246096,0.8944271909999159
2197,Rajasthan,Jaipur,2018,August,Friday,12:17,Fatal,3,Pedestrian,3,1,Foggy,National Highway,Dry,Dawn,,98,49,Male,Valid,No,Curve,26.915772,75.771795,31.06664148253913,32.23323974609377,24.821710205078148,0.7745966692414833
2198,Arunachal Pradesh,Itanagar,2023,August,Wednesday,23:40,Serious,1,Pedestrian,0,1,Stormy,National Highway,Wet,Dark,Signs,65,41,Female,Expired,No,Intersection,27.104343,93.62706,60.70764549076557,27.643472290039085,22.7663513183594,0.4472135954999579
2199,Punjab,Amritsar,2022,October,Tuesday,8:15,Fatal,5,Car,1,5,Stormy,National Highway,Wet,Daylight,,52,59,Female,Valid,No,Intersection,31.627913,74.857379,0.0008593783036303,31.599420166015648,18.065606689453148,1.0
2200,Himachal Pradesh,Solan,2021,July,Tuesday,19:51,Fatal,5,Bus,8,3,Clear,Urban Road,Dry,Dusk,Signs,55,25,Female,,No,Curve,30.897788,77.104654,85.04591472344103,25.838540649414085,20.65085754394533,1.0
2201,Kerala,Kochi,2018,June,Wednesday,2:30,Fatal,4,Cycle,0,3,Stormy,Village Road,Damaged,Dusk,Police Checkpost,66,47,Male,,No,Intersection,9.951634,76.262288,204.59652925040928,27.131036376953148,24.714776611328148,0.8944271909999159
2202,Uttarakhand,Haldwani,2022,March,Saturday,10:42,Fatal,1,Bus,4,1,Clear,Village Road,Dry,Dawn,Signals,71,39,Male,Valid,Yes,Intersection,29.202226,79.508576,28.6507130470568,26.339883422851585,14.911950683593773,0.4472135954999579
2203,Chhattisgarh,Raipur,2019,April,Tuesday,21:21,Minor,5,Two-Wheeler,4,4,Stormy,National Highway,Wet,Daylight,,56,21,Male,,No,Curve,21.252205,81.608118,6.690542399837796,40.31661376953127,26.722207641601585,1.0
2204,Rajasthan,Jaipur,2021,March,Sunday,4:50,Serious,5,Truck,9,2,Hazy,Urban Road,Damaged,Dusk,Signals,48,23,Male,,No,Intersection,26.914414,75.784192,0.1730839686047147,32.006509399414085,18.39374694824221,1.0
2205,Kerala,Kochi,2018,August,Monday,13:44,Serious,3,Truck,5,2,Rainy,State Highway,Damaged,Dawn,,81,57,Male,Expired,Yes,Curve,9.93069,76.25552,1135.3446182711195,25.131738281250023,24.260797119140648,0.7745966692414833
2206,Tamil Nadu,Coimbatore,2018,August,Friday,16:37,Minor,4,Car,9,2,Foggy,Village Road,Under Construction,Daylight,,75,41,Female,,No,Intersection,11.023922,76.939634,323.34897601140256,24.63230285644533,21.102456665039085,0.8944271909999159
2207,Jharkhand,Bokaro,2022,October,Monday,22:28,Minor,3,Auto-Rickshaw,2,5,Foggy,National Highway,Under Construction,Dawn,Signals,82,63,Female,Valid,No,Curve,23.658436,86.164029,38.67095406207,29.257958984375023,22.897637939453148,0.7745966692414833
2208,Haryana,Faridabad,2021,September,Wednesday,2:3,Fatal,4,Car,10,0,Hazy,Village Road,Dry,Dusk,Signals,86,51,Male,,Yes,Straight Road,28.4319,77.305283,0.2929702390765953,31.893457031250023,25.10071716308596,0.8944271909999159
2209,Maharashtra,Pune,2023,January,Monday,9:40,Minor,2,Two-Wheeler,8,0,Clear,National Highway,Under Construction,Dark,Signals,34,59,Female,Valid,Yes,Straight Road,18.507679,73.8578,0.0168346071518499,29.697686767578148,14.180703735351583,0.6324555320336759
2210,Uttarakhand,Dehradun,2023,May,Sunday,12:15,Serious,1,Car,3,2,Hazy,Urban Road,Damaged,Daylight,Signs,70,25,Female,Valid,Yes,Bridge,30.335233,78.011334,3.7119881338618654,28.82459411621096,14.04523620605471,0.4472135954999579
2211,Rajasthan,Jodhpur,2020,November,Thursday,5:17,Serious,5,Auto-Rickshaw,6,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,50,35,Male,Expired,No,Curve,26.249553,73.000731,0.0108273025034577,30.6870056152344,17.57337341308596,1.0
2212,Goa,Mapusa,2021,August,Thursday,12:39,Minor,4,Car,9,4,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,36,57,Male,Valid,Yes,Intersection,15.614381,73.784422,67.21913253261391,27.029260253906276,23.89307556152346,0.8944271909999159
2213,Chhattisgarh,Bhilai,2023,November,Wednesday,7:53,Serious,1,Truck,10,0,Foggy,National Highway,Wet,Dusk,Signals,47,24,Female,,No,Bridge,21.221063,81.356295,0.0034332275191673,28.66651306152346,17.146966552734398,0.4472135954999579
2214,Mizoram,Lunglei,2021,December,Sunday,2:1,Fatal,4,Bus,4,2,Hazy,State Highway,Wet,Dusk,Police Checkpost,72,32,Female,,Yes,Curve,22.905624,92.744986,0.0039130448641344,22.382592773437523,9.830651855468773,0.8944271909999159
2215,Kerala,Kochi,2018,July,Sunday,2:55,Fatal,2,Bus,8,1,Rainy,National Highway,Damaged,Dark,Signs,89,61,Female,Valid,No,Intersection,9.91177,76.255697,438.6237143565808,26.47290954589846,24.7206970214844,0.6324555320336759
2216,Odisha,Rourkela,2023,December,Saturday,17:51,Serious,1,Cycle,4,3,Rainy,National Highway,Dry,Dusk,Signs,48,46,Female,Valid,No,Straight Road,22.275895,84.843522,0.0222593533294457,23.474176025390648,10.96918640136721,0.4472135954999579
2217,Uttar Pradesh,Kanpur,2019,March,Friday,22:1,Serious,1,Auto-Rickshaw,8,5,Rainy,Village Road,Under Construction,Dawn,Police Checkpost,57,40,Female,Expired,No,Bridge,26.427775,80.351013,16.28350303190018,29.57288513183596,15.74958190917971,0.4472135954999579
2218,Bihar,Gaya,2023,January,Wednesday,3:17,Fatal,1,Car,7,1,Stormy,National Highway,Damaged,Dusk,Signs,58,67,Female,Expired,No,Curve,24.787362,84.999641,0.0168346071518499,21.432229614257835,8.06183776855471,0.4472135954999579
2219,Bihar,Patna,2021,March,Thursday,22:33,Fatal,3,Truck,0,1,Rainy,Village Road,Under Construction,Dark,Police Checkpost,91,57,Female,Expired,Yes,Straight Road,25.570581,85.115074,0.0361422972332547,32.62227783203127,18.36817321777346,0.7745966692414833
2220,Kerala,Thrissur,2023,April,Saturday,10:38,Serious,4,Bus,7,3,Foggy,National Highway,Under Construction,Dawn,,105,67,Female,Valid,No,Intersection,10.53674,76.220893,0.0935742219780877,36.01247558593752,26.020425415039085,0.8944271909999159
2221,Sikkim,Namchi,2023,June,Friday,0:5,Minor,3,Two-Wheeler,9,4,Clear,National Highway,Wet,Daylight,Signs,59,26,Male,Expired,Yes,Intersection,27.146,88.345005,501.67120971251575,23.057641601562523,18.922036743164085,0.7745966692414833
2222,Chandigarh,Chandigarh,2019,November,Tuesday,10:3,Serious,4,Bus,4,0,Clear,State Highway,Damaged,Dawn,,49,31,Female,Expired,Yes,Bridge,30.743972,76.771917,4.9388062207071926,27.21531066894533,14.807290649414083,0.8944271909999159
2223,West Bengal,Kolkata,2020,January,Thursday,23:52,Fatal,3,Pedestrian,9,3,Rainy,State Highway,Damaged,Dark,,47,45,Male,Valid,Yes,Bridge,22.588891,88.342717,0.0136673434099066,25.2897888183594,13.727746582031273,0.7745966692414833
2224,Meghalaya,Tura,2020,January,Monday,20:26,Serious,2,Two-Wheeler,3,2,Rainy,Village Road,Under Construction,Dark,,100,29,Female,Valid,No,Curve,25.497842,90.201643,0.2020478232225286,21.1921325683594,11.62183532714846,0.6324555320336759
2225,Uttarakhand,Dehradun,2021,July,Sunday,17:53,Fatal,3,Pedestrian,10,0,Foggy,State Highway,Wet,Dawn,,60,26,Female,,Yes,Intersection,30.335621,78.034577,46.99187502162161,26.15332946777346,19.902444458007835,0.7745966692414833
2226,Sikkim,Mangan,2019,May,Monday,3:24,Serious,4,Two-Wheeler,4,0,Clear,Urban Road,Wet,Daylight,Signs,78,38,Female,Expired,No,Curve,27.529503,88.520016,127.5758825242157,10.204827880859398,7.540612792968773,0.8944271909999159
2227,Puducherry,Puducherry,2021,March,Thursday,8:36,Fatal,4,Bus,3,5,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,84,49,Male,Expired,Yes,Bridge,11.961426,79.787393,0.0521833972584317,30.920556640625023,22.869973754882835,0.8944271909999159
2228,Kerala,Thiruvananthapuram,2019,May,Saturday,15:49,Fatal,4,Car,1,0,Clear,Village Road,Wet,Dusk,Police Checkpost,77,60,Female,,Yes,Intersection,8.508535,76.94131,27.40698941048336,30.505715942382835,25.814141845703148,0.8944271909999159
2229,Uttarakhand,Haridwar,2023,September,Wednesday,1:36,Serious,5,Truck,5,3,Hazy,State Highway,Dry,Dusk,,56,41,Male,,Yes,Intersection,29.95549,78.140045,52.80197188247726,29.575646972656276,23.90696105957033,1.0
2230,Maharashtra,Nagpur,2022,January,Thursday,15:55,Fatal,1,Pedestrian,2,1,Foggy,National Highway,Dry,Daylight,Police Checkpost,75,44,Female,,Yes,Intersection,21.16058,79.072871,5.47095848276058,22.41892395019533,14.694512939453148,0.4472135954999579
2231,Manipur,Bishnupur,2023,May,Saturday,22:55,Minor,4,Car,5,4,Foggy,Urban Road,Dry,Dark,Signals,50,33,Male,,Yes,Bridge,24.61706,93.764013,92.712768269255,23.81678161621096,16.80085144042971,0.8944271909999159
2232,Goa,Mapusa,2022,April,Saturday,9:45,Minor,1,Two-Wheeler,2,5,Rainy,National Highway,Under Construction,Dawn,Signals,35,31,Female,,Yes,Intersection,15.566326,73.829817,3.9679868175674926,32.52117309570315,27.177606201171898,0.4472135954999579
2233,Uttar Pradesh,Lucknow,2021,December,Saturday,5:26,Serious,2,Bus,9,3,Hazy,State Highway,Damaged,Dusk,Police Checkpost,75,52,Female,Expired,No,Curve,26.839113,80.957064,0.0039130448641344,23.98841247558596,11.26545104980471,0.6324555320336759
2234,Kerala,Thrissur,2022,February,Wednesday,23:44,Serious,3,Car,6,3,Clear,Village Road,Dry,Daylight,Signals,51,55,Male,Expired,No,Bridge,10.532997,76.208485,0.7589258290749967,34.464517211914085,24.31354675292971,0.7745966692414833
2235,Assam,Silchar,2023,August,Sunday,22:58,Minor,1,Cycle,0,3,Hazy,Village Road,Under Construction,Dawn,Signals,89,34,Female,Valid,Yes,Bridge,24.840489,92.776453,192.1487171202898,30.110269165039085,25.6393981933594,0.4472135954999579
2236,Assam,Guwahati,2019,April,Sunday,7:21,Fatal,1,Bus,3,1,Clear,Urban Road,Damaged,Daylight,Police Checkpost,34,42,Male,Expired,Yes,Straight Road,26.16292,91.736376,174.84838441009742,27.775598144531276,21.00730285644533,0.4472135954999579
2237,Rajasthan,Udaipur,2020,October,Wednesday,23:42,Minor,5,Bus,7,2,Rainy,National Highway,Wet,Dawn,,108,53,Male,,Yes,Intersection,24.599748,73.732426,0.4687681794166565,31.354409790039085,24.206628417968773,1.0
2238,Bihar,Gaya,2018,February,Wednesday,4:55,Serious,4,Pedestrian,2,0,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,119,59,Female,Expired,No,Bridge,24.801963,84.997246,0.0841213064290968,25.61182556152346,12.397088623046898,0.8944271909999159
2239,West Bengal,Kolkata,2022,November,Saturday,22:31,Fatal,1,Cycle,7,5,Foggy,National Highway,Dry,Daylight,Signs,111,65,Female,Expired,No,Straight Road,22.583725,88.344002,0.0008523463179699,27.2592712402344,15.57312927246096,0.4472135954999579
2240,Kerala,Kochi,2018,January,Tuesday,5:18,Minor,3,Two-Wheeler,2,3,Stormy,State Highway,Damaged,Dark,Signs,68,26,Female,Valid,No,Straight Road,9.907704,76.252322,0.0172853459616817,31.230996704101585,22.929849243164085,0.7745966692414833
2241,Telangana,Nizamabad,2020,January,Monday,15:34,Serious,3,Two-Wheeler,3,0,Hazy,Village Road,Wet,Dawn,Signals,30,23,Female,,No,Curve,18.686033,78.085934,0.0136673434099066,29.879083251953148,19.13941345214846,0.7745966692414833
2242,Assam,Dibrugarh,2023,October,Monday,12:7,Fatal,2,Pedestrian,10,0,Rainy,Urban Road,Dry,Dusk,,53,31,Male,,Yes,Curve,27.49753,94.888627,19.947747885510125,28.510644531250023,22.35614929199221,0.6324555320336759
2243,Chandigarh,Chandigarh,2020,April,Sunday,0:55,Serious,4,Two-Wheeler,3,1,Stormy,State Highway,Under Construction,Daylight,Signs,55,62,Male,Valid,No,Straight Road,30.711406,76.782845,27.371697127794192,35.656594848632835,19.33796081542971,0.8944271909999159
2244,Punjab,Ludhiana,2018,August,Saturday,18:56,Fatal,4,Bus,4,5,Stormy,National Highway,Dry,Dusk,Signs,104,35,Female,,Yes,Straight Road,30.880686,75.87168,112.49147568923944,32.45687255859377,25.795510864257835,0.8944271909999159
2245,Tripura,Agartala,2020,April,Monday,10:35,Serious,4,Bus,7,4,Foggy,Village Road,Wet,Dusk,Signs,88,18,Male,Expired,No,Intersection,23.830534,91.271898,8.438751101468966,34.70235595703127,23.64655456542971,0.8944271909999159
2246,Nagaland,Dimapur,2018,July,Saturday,20:0,Fatal,3,Car,6,1,Foggy,State Highway,Dry,Dark,Signals,42,62,Female,Expired,Yes,Bridge,25.891749,93.7237,93.07762524382213,31.09699401855471,25.77643737792971,0.7745966692414833
2247,Andhra Pradesh,Vijayawada,2020,March,Tuesday,6:53,Minor,3,Cycle,4,1,Foggy,Village Road,Dry,Daylight,Signs,57,47,Female,Valid,No,Curve,16.510603,80.646497,0.3790840506212589,34.812844848632835,22.840722656250023,0.7745966692414833
2248,Mizoram,Lunglei,2023,February,Friday,8:20,Fatal,5,Pedestrian,2,4,Stormy,National Highway,Dry,Dusk,,43,33,Female,Valid,No,Straight Road,22.883048,92.743002,0.0235713523011327,24.969995117187523,7.92652282714846,1.0
2249,Karnataka,Bangalore,2020,August,Friday,17:28,Minor,2,Truck,10,0,Rainy,Urban Road,Damaged,Dusk,Police Checkpost,98,66,Male,Valid,Yes,Curve,12.948092,77.619478,3.396461903946601,24.830377197265648,19.798059082031276,0.6324555320336759
2250,Sikkim,Namchi,2020,July,Friday,23:34,Fatal,1,Two-Wheeler,10,0,Stormy,National Highway,Wet,Dawn,Signs,34,45,Female,Valid,Yes,Intersection,27.15465,88.381873,215.6821447466477,23.821450805664085,19.628472900390648,0.4472135954999579
2251,Jharkhand,Ranchi,2019,May,Thursday,9:38,Fatal,1,Pedestrian,5,0,Foggy,National Highway,Damaged,Dark,Police Checkpost,78,26,Male,,Yes,Straight Road,23.334512,85.306691,0.6067276000614186,37.23813781738284,22.667932128906276,0.4472135954999579
2252,Manipur,Thoubal,2022,March,Thursday,18:37,Serious,5,Pedestrian,10,2,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,90,66,Male,Expired,Yes,Intersection,24.630815,94.016106,2.341343915134076,28.180932617187523,14.68934020996096,1.0
2253,Punjab,Amritsar,2020,August,Wednesday,4:49,Serious,5,Auto-Rickshaw,5,2,Stormy,Urban Road,Damaged,Dark,Signs,99,50,Female,Valid,Yes,Curve,31.632052,74.86933,11.242349818246566,32.83893737792971,26.421105957031276,1.0
2254,Haryana,Ambala,2021,December,Wednesday,3:4,Minor,1,Car,6,5,Clear,National Highway,Dry,Daylight,Police Checkpost,115,70,Female,,Yes,Straight Road,30.390917,76.754773,0.0039130448641344,20.12903747558596,5.865808105468773,0.4472135954999579
2255,Tripura,Agartala,2023,November,Tuesday,5:7,Serious,3,Car,1,1,Rainy,Village Road,Damaged,Dawn,Signals,76,50,Female,Valid,Yes,Straight Road,23.822547,91.269236,2.6877731084624656,30.89112243652346,20.55439147949221,0.7745966692414833
2256,Maharashtra,Mumbai,2022,June,Monday,6:33,Fatal,3,Cycle,2,1,Clear,Village Road,Dry,Dark,Signs,37,18,Female,Valid,No,Curve,19.08679,72.901985,51.33783332979647,30.367456054687523,26.362847900390648,0.7745966692414833
2257,Rajasthan,Jaipur,2021,February,Monday,21:37,Serious,3,Truck,8,5,Foggy,Urban Road,Dry,Dusk,Signals,94,19,Male,,Yes,Curve,26.913601,75.78619,2.941223307004748,27.60169372558596,11.83612976074221,0.7745966692414833
